,age_ratings,aggregated_rating,aggregated_rating_count,artworks,category,dlcs,expansions,first_release_date,franchise,franchises,game_modes,genres,hypes,id,keywords,multiplayer_modes,name,popularity,pulse_count,rating,rating_count,release_dates,similar_games,slug,storyline,summary,tags,themes,time_to_beat,total_rating,total_rating_count,url
276,0,0.0,0.0,0,0,0,0,1501804800.0,0.0,0,[1],"[12, 13, 31, 32]",0.0,51991,"[1961, 3586]",0,Delude - Succubus Prison,43.47746750818497,0.0,60.0,0.0,"[109548, 109549]","[19075, 22426, 27301, 28465, 41895, 43097, 43130, 54815, 75797, 103232]",delude-succubus-prison,0,"The game has a seal for people over 18 years old. 
DELUDE is Studio Halissoni newest work. DELUDE is a game with an engaging and mysterious story. In this game you are in the shoes of Luz D and need to find the exit of the succubus prison.","[42, 268435468, 268435469, 268435487, 268435488, 536872873, 536874498]",[42],0.0,60.0,0.0,https://www.igdb.com/games/delude-succubus-prison
277,"[8772, 8773]",91.3333333333333,5.0,"[2500, 2501, 2502, 2503, 2504, 2505, 2506, 2507, 2508, 2509]",0,0,0,794880000.0,0.0,0,[1],[12],0.0,1802,"[170, 478, 521, 846, 970, 1026, 1208, 1313, 1459, 2242, 4138, 4162, 4372, 4428, 4522, 4852, 5104, 5319, 5323, 5328, 5542, 5643, 5738, 6221, 6621, 6648, 7048, 7230, 7475, 9603, 9750, 9800, 10056, 10245, 10348, 11187, 15642, 15643, 16100]",0,Chrono Trigger,43.34864691828417,78.0,94.64540096212531,569.0,"[5266, 110201, 110202, 110203, 110204, 110205, 110206, 110207, 110208, 110209, 110210, 110215, 110216, 110217, 110218, 148495]","[76, 1877, 19404, 22387, 25300, 26845, 37057, 55038, 55092, 55199]",chrono-trigger,0,"In this turn-based Japanese RPG, young Crono must travel through time through a misfunctioning teleporter to rescue his misfortunate companion and take part in an intricate web of past and present perils. The adventure that ensues soon unveils an evil force set to destroy the world, triggering Crono's race against time to change the course of history and bring about a brighter future.","[17, 18, 268435468, 536871082, 536871390, 536871433, 536871758, 536871882, 536871938, 536872120, 536872225, 536872371, 536873154, 536875050, 536875074, 536875284, 536875340, 536875434, 536875764, 536876016, 536876231, 536876235, 536876240, 536876454, 536876555, 536876650, 536877133, 536877533, 536877560, 536877960, 536878142, 536878387, 536880515, 536880662, 536880712, 536880968, 536881157, 536881260, 536882099, 536886554, 536886555, 536887012]","[17, 18]",1802.0,92.9893671477293,574.0,https://www.igdb.com/games/chrono-trigger
278,0,0.0,0.0,0,0,0,0,1545264000.0,0.0,0,[1],[8],0.0,119199,"[92, 23761, 23778, 23814, 23816]",0,Bottle Flip 3D,43.34192147381827,1.0,0.0,0.0,"[170461, 170462]","[1070, 63138, 96452, 115276, 118311, 119185, 119207, 119579, 120564, 121817]",bottle-flip-3d,0,"You have to flip a plastic bottle in the exciting arcade game Bottle Flip 3D! Make the bottle jump or even double flip. How? Just tap the screen at the right moment and jump! 
 
Explore different rooms, jump on all sorts of objects: shelves, tables, chairs, sofas, and even subwoofers! Train your agility, develop coordination, control the strength and distance of the jump. And most importantly - calculate the distance correctly because it depends on whether you can get to the finish line and win! 
 
Interesting levels, different obstacles, and your ideal flips - with Bottle Flip 3D you will never be bored! Enjoy!","[268435464, 536871004, 536894673, 536894690, 536894726, 536894728]",0,0.0,0.0,0.0,https://www.igdb.com/games/bottle-flip-3d
279,0,79.0,2.0,[7829],0,0,0,1541635200.0,0.0,0,[1],[12],1.0,112191,0,[9166],Epic Seven,43.1261415539969,0.0,0.0,0.0,"[162976, 173654]","[19127, 22790, 54775, 57033, 69007, 99118, 103303, 106987, 113636, 113910]",epic-seven,0,"With Epic Seven's outstanding illustrations, it's the first domestic RPG to feature full frame animation for all of its characters and cutscenes. It's a turn-based RPG that has good pace, visuals that rival an action game, and unique strategies to challenge players during battles.","[17, 268435468]",[17],0.0,79.0,2.0,https://www.igdb.com/games/epic-seven
280,"[3891, 11129]",90.5,3.0,"[1149, 1150, 1151, 1152, 1153, 1154, 1155, 1156, 1157]",0,0,0,961977600.0,0.0,0,[1],"[5, 12]",0.0,41,"[3, 21, 58, 67, 103, 106, 132, 159, 167, 222, 227, 301, 429, 443, 453, 478, 545, 575, 594, 714, 760, 872, 889, 923, 934, 970, 1026, 1097, 1098, 1152, 1158, 1219, 1313, 1322, 1346, 1423, 1440, 1459, 1523, 1527, 1638, 1735, 1783, 1803, 1834, 2242, 2324, 2337, 2830, 2841, 2966, 2977, 3061, 3270, 3486, 3640, 3833, 3901, 3931, 4035, 4134, 4138, 4179, 4183, 4185, 4186, 4246, 4250, 4279, 4287, 4304, 4317, 4329, 4330, 4332, 4350, 4363, 4391, 4393, 4397, 4412, 4414, 4420, 4432, 4446, 4460, 4503, 4508, 4524, 4541, 4543, 4552, 4568, 4571, 4572, 4573, 4589, 4590, 4591, 4598, 4613, 4619, 4624, 4625, 4626, 4633, 4634, 4635, 4637, 4660, 4662, 4681, 4712, 4730, 4749, 4756, 4763, 4781, 4788, 4829, 4831, 4832, 4850, 4855, 4857, 4859, 4867, 4880, 4892, 4896, 4902, 4907, 4918, 4920, 4935, 4940, 4968, 4980, 4988, 4990, 4991, 4999, 5029, 5037, 5156, 5166, 5181, 5185, 5186, 5217, 5261, 5264, 5266, 5267, 5271, 5349, 5350, 5362, 5382, 5406, 5410, 5420, 5421, 5453, 5457, 5462, 5472, 5479, 5485, 5503, 5510, 5521, 5522, 5542, 5545, 5554, 5570, 5578, 5583, 5595, 5599, 5616, 5657, 5662, 5694, 5697, 5704, 5729, 5748, 5775, 5783, 5794, 5799, 5800, 5812, 5814, 5892, 5904, 5945, 5963, 5965, 5998, 6002, 6040, 6056, 6061, 6118, 6128, 6189, 6246, 6250, 6258, 6260, 6261, 6268, 6356, 6374, 6377, 6378, 6394, 6397, 6406, 6417, 6459, 6467, 6478, 6488, 6512, 6581, 6590, 6600, 6607, 6619, 6621, 6623, 6624, 6630, 6692, 6733, 6737, 6740, 6767, 6895, 7007, 7038, 7043, 7053, 7090, 7099, 7106, 7120, 7122, 7133, 7145, 7149, 7173, 7353, 7392, 7476, 7498, 7507, 7508, 7509, 7513, 7515, 7553, 7582, 7593, 7603, 7605, 7653, 7665, 7670, 8101, 8147, 8150, 8152, 8163, 8262, 8788, 8806, 8819, 8969, 8974, 8996, 9003, 9055, 9083, 9154, 9291, 9296, 9306, 9310, 9312, 9313, 9320, 9341, 9344, 9376, 9378, 9382, 9444, 9653, 9713, 9727, 9763, 9794, 9838, 10005, 10057, 10203, 10270, 10321, 10322, 10346, 10434, 10502, 10544, 10687, 11345, 11441, 11810, 12014, 12021, 12123, 12195, 12254, 12283, 12294, 12442, 12893, 12958, 13114, 13119, 13213, 13535, 13536, 15070, 15179, 15180, 15181, 15182, 15183, 15373]",0,Deus Ex,43.12575930292478,14.0,90.61246003778169,454.0,"[23249, 23250, 23251, 23252, 23253, 23254, 23255]","[16, 43, 533, 2031, 3188, 3996, 9498, 9727, 11270, 19531]",deus-ex,0,"In this philosophical first-person Western RPG set in a dystopian 2052, JC Denton, a nano-augmented agent for the anti-terrorist organization UNATCO, is tasked with stopping the invasion of Liberty Island by the terrorist group NSF. As events unfold, Denton finds that he plays a large part in a world-spanning conspiracy which forces him to ponder his allegiances, beliefs, morality, and view of right and wrong.","[1, 18, 23, 268435461, 268435468, 536870915, 536870933, 536870970, 536870979, 536871015, 536871018, 536871044, 536871071, 536871079, 536871134, 536871139, 536871213, 536871341, 536871355, 536871365, 536871390, 536871457, 536871487, 536871506, 536871626, 536871672, 536871784, 536871801, 536871835, 536871846, 536871882, 536871938, 536872009, 536872010, 536872064, 536872070, 536872131, 536872225, 536872234, 536872258, 536872335, 536872352, 536872371, 536872435, 536872439, 536872550, 536872647, 536872695, 536872715, 536872746, 536873154, 536873236, 536873249, 536873742, 536873753, 536873878, 536873889, 536873973, 536874182, 536874398, 536874552, 536874745, 536874813, 536874843, 536874947, 536875046, 536875050, 536875091, 536875095, 536875097, 536875098, 536875158, 536875162, 536875191, 536875199, 536875216, 536875229, 536875241, 536875242, 536875244, 536875262, 536875275, 536875303, 536875305, 536875309, 536875324, 536875326, 536875332, 536875344, 536875358, 536875372, 536875415, 536875420, 536875436, 536875453, 536875455, 536875464, 536875480, 536875483, 536875484, 536875485, 536875501, 536875502, 536875503, 536875510, 536875525, 536875531, 536875536, 536875537, 536875538, 536875545, 536875546, 536875547, 536875549, 536875572, 536875574, 536875593, 536875624, 536875642, 536875661, 536875668, 536875675, 536875693, 536875700, 536875741, 536875743, 536875744, 536875762, 536875767, 536875769, 536875771, 536875779, 536875792, 536875804, 536875808, 536875814, 536875819, 536875830, 536875832, 536875847, 536875852, 536875880, 536875892, 536875900, 536875902, 536875903, 536875911, 536875941, 536875949, 536876068, 536876078, 536876093, 536876097, 536876098, 536876129, 536876173, 536876176, 536876178, 536876179, 536876183, 536876261, 536876262, 536876274, 536876294, 536876318, 536876322, 536876332, 536876333, 536876365, 536876369, 536876374, 536876384, 536876391, 536876397, 536876415, 536876422, 536876433, 536876434, 536876454, 536876457, 536876466, 536876482, 536876490, 536876495, 536876507, 536876511, 536876528, 536876569, 536876574, 536876606, 536876609, 536876616, 536876641, 536876660, 536876687, 536876695, 536876706, 536876711, 536876712, 536876724, 536876726, 536876804, 536876816, 536876857, 536876875, 536876877, 536876910, 536876914, 536876952, 536876968, 536876973, 536877030, 536877040, 536877101, 536877158, 536877162, 536877170, 536877172, 536877173, 536877180, 536877268, 536877286, 536877289, 536877290, 536877306, 536877309, 536877318, 536877329, 536877371, 536877379, 536877390, 536877400, 536877424, 536877493, 536877502, 536877512, 536877519, 536877531, 536877533, 536877535, 536877536, 536877542, 536877604, 536877645, 536877649, 536877652, 536877679, 536877807, 536877919, 536877950, 536877955, 536877965, 536878002, 536878011, 536878018, 536878032, 536878034, 536878045, 536878057, 536878061, 536878085, 536878265, 536878304, 536878388, 536878410, 536878419, 536878420, 536878421, 536878425, 536878427, 536878465, 536878494, 536878505, 536878515, 536878517, 536878565, 536878577, 536878582, 536879013, 536879059, 536879062, 536879064, 536879075, 536879174, 536879700, 536879718, 536879731, 536879881, 536879886, 536879908, 536879915, 536879967, 536879995, 536880066, 536880203, 536880208, 536880218, 536880222, 536880224, 536880225, 536880232, 536880253, 536880256, 536880288, 536880290, 536880294, 536880356, 536880565, 536880625, 536880639, 536880675, 536880706, 536880750, 536880917, 536880969, 536881115, 536881182, 536881233, 536881234, 536881258, 536881346, 536881414, 536881456, 536881599, 536882257, 536882353, 536882722, 536882926, 536882933, 536883035, 536883107, 536883166, 536883195, 536883206, 536883354, 536883805, 536883870, 536884026, 536884031, 536884125, 536884447, 536884448, 536885982, 536886091, 536886092, 536886093, 536886094, 536886095, 536886285]","[1, 18, 23]",41.0,90.55623001889084,457.0,https://www.igdb.com/games/deus-ex
281,[24668],54.2142857142857,15.0,"[7142, 7143, 7144, 7155, 7653, 7654]",0,0,0,1570147200.0,857.0,[857],"[1, 2, 3]",[5],10.0,118218,0,0,Tom Clancy's Ghost Recon: Breakpoint,42.679984072206,379.0,78.4414606839598,6.0,"[169385, 169386, 169387, 179303]","[19164, 68287, 102868, 103281, 103292, 103298, 103301, 105049, 106805, 119177]",tom-clancys-ghost-recon-breakpoint,0,"Tom Clancy’s Ghost Recon Breakpoint is a military shooter set in a diverse and hostile open world entirely playable solo or in up to four-player co-op. Players will discover Auroa, a mysterious island where the most technically advanced facilities meet wild and untamed nature. Home to drone creators, tech giant Skell Technology, Auroa has fallen into the wrong hands and all contact has been lost. 
 
The Wolves, a lethal ex–US Military unit of former Ghosts gone rogue, have taken over the island. Led by Nomad’s ex-brother-in-arms, Lt. Colonel Cole D. Walker, portrayed by Jon Bernthal, they have reprogrammed Skell’s drones into killing machines and are ready to use them, no matter the casualties. Nomad and the Ghosts are sent in on a recon mission, but their helicopters are shot down. Injured, without support, and hunted down, players will live an intense military experience as they fight to survive, take down the Wolves and regain control of Auroa.","[1, 23, 38, 39, 268435461]","[1, 23, 38, 39]",0.0,66.32787319912275,21.0,https://www.igdb.com/games/tom-clancys-ghost-recon-breakpoint
282,"[15352, 15353]",60.5714285714286,15.0,0,0,0,0,1469577600.0,0.0,0,[1],"[15, 31, 32]",4.0,11423,"[427, 1027, 1158, 1293, 1494, 1669, 1914, 3782, 4004, 4134, 4150, 4178, 4245]",[7431],This is the Police,42.679984072206,5.0,67.8836649098342,44.0,"[54286, 54287, 54397, 54398, 54399, 54400, 106375, 106376, 117469, 118975, 123456, 136657, 161433, 161434]","[7350, 9278, 19082, 26574, 28113, 33153, 35994, 36263, 41895, 51945]",this-is-the-police,0,"Jack Boyd, beloved police chief of Freeburg, has 180 days before he’s forced to retire. But Jack won’t be going out quietly. Over the next six months, he’ll be going all out to fulfill a dream: earn half a million dollars, any way he can. That might be play money for a corrupt cop, but up until now, Jack has been playing by the book. Even with overtime, in six months he wouldn’t make fifty grand. But a police chief has access to all sorts of… informal income. Bribes, weapons and drug sales, deals with the Mafia, skimming off the budget, kickbacks – you name it. And Jack is tired of playing nice. He’s is ready for anything, but only you can decide how far he’ll go.","[42, 268435471, 268435487, 268435488, 536871339, 536871939, 536872070, 536872205, 536872406, 536872581, 536872826, 536874694, 536874916, 536875046, 536875062, 536875090, 536875157]",[42],0.0,64.2275467406314,59.0,https://www.igdb.com/games/this-is-the-police
283,0,77.5,8.0,0,0,0,0,1518048000.0,0.0,0,"[2, 3, 5]","[5, 12, 31, 32]",16.0,3277,"[69, 339, 466, 607, 887, 1025, 1027, 1158, 1333, 1494, 1507, 4134, 4148, 4261, 4419, 5504, 5790, 6079]",0,Rust,42.4574726404414,54.0,74.0974919883442,52.0,"[136668, 136669, 136670, 179597]","[8347, 17379, 22387, 26145, 28309, 33153, 35994, 36198, 96217, 105049]",rust,0,"The only aim in Rust is to survive. To do this you will need to overcome struggles such as hunger, thirst and cold. Build a fire. Build a shelter. Kill animals for meat. Protect yourself from other players. Create alliances with other players and together form a town. Whatever it takes to survive.","[1, 21, 268435461, 268435468, 268435487, 268435488, 536870981, 536871251, 536871378, 536871519, 536871799, 536871937, 536871939, 536872070, 536872245, 536872406, 536872419, 536875046, 536875060, 536875173, 536875331, 536876416, 536876702, 536876991]","[1, 21]",0.0,75.7987459941721,60.0,https://www.igdb.com/games/rust
284,0,0.0,0.0,"[6220, 6221]",0,0,0,1430352000.0,0.0,0,[1],"[13, 15, 32]",0.0,19376,"[117, 3782, 4134, 4882]",0,Basement,42.23458300258956,0.0,70.2231509025552,8.0,[163636],"[17130, 23345, 29173, 36269, 36553, 51577, 51945, 55590, 65827, 109339]",basement,"Basement is a drug-dealing strategy game where you play a scientist who is forced to do illegal stuff in your basement. Actually it’s all about management. You build your own enterprise producing several types of drugs, find the right place to sell them, invite scientists and security, avoid federal agents and build the most effective company.

You start in your own basement. Since the police has no interest in a small dealer, you have the chance to grow. Once your expansion becomes noticeable you’ll be allowed to sell at higher rates, get better workers, upgrade your production and access new technologies. But be careful! This growth will attract the cops. With rapid growth, your enterprise will become fragile. If it survives all the troubles it faces, you will become invincible. Otherwise, you will lose money, workers and respect. While your influence in the city shortens, you risk being imprisoned in the end.","Basement is a strategy game, where you play as a desperate scientist who chose the wrong path in his life. That path seemed easy, but turned into a deadly one. You have no choice but to build the most effective enterprise and stay alive in a cruel world of illegal business.","[268435469, 268435471, 268435488, 536871029, 536874694, 536875046, 536875794]",0,0.0,70.2231509025552,8.0,https://www.igdb.com/games/basement
285,"[14939, 19486]",72.7692307692308,14.0,[6602],0,0,0,1469145600.0,0.0,0,"[1, 2, 3, 4]","[8, 9, 31, 32]",1.0,16992,"[117, 287, 350, 1152, 1158, 1293, 2875, 3061, 3224, 3794, 4004, 4134, 4147, 4150, 4161, 4272, 4287, 4332, 4374, 4418, 4430, 4599, 4626, 4642, 4768, 4833, 4871, 4897, 5365, 5420, 5554, 6258, 6382, 6421, 9045]","[6419, 8116]",Human: Fall Flat,42.01169336473772,36.0,67.1182926280372,47.0,"[54502, 54503, 54504, 54505, 130969, 130970, 130971, 133770, 133771, 136076]","[18167, 18182, 18869, 19150, 20329, 20342, 24426, 55173, 55190, 56033]",human-fall-flat,0,"Human: Fall Flat is an open-ended physics based puzzle game in which you take control of builder Bob helping him resolve the mysteries behind his recurring dreams of falling. Your goal is to escape those dreams full of puzzles, dangers and surprises using everything you find in the levels. The world of Bob dreams is built on his daily experiences, hopes, fears and memories interweaved in a net so sticky and hard to escape. All this mess is actually a carefully crafted work of… wait! You are the one to find it out! Bob is a human. Just a human. No hero. Zero superpowers. Period. 
 
With open-ended simulator at its core “Human: Fall Flat” allows you to relive Bobs story your own way. Every shortcut can be taken, every solution is welcome! The game requires creativity and imagination. These often surreal environments do obey very real laws of the physics, if you think an object could be moved then rest assured it can. Replay value is limited only by your imagination.","[1, 27, 33, 268435464, 268435465, 268435487, 268435488, 536871029, 536871199, 536871262, 536872064, 536872070, 536872205, 536873787, 536873973, 536874136, 536874706, 536874916, 536875046, 536875059, 536875062, 536875073, 536875184, 536875199, 536875244, 536875286, 536875330, 536875342, 536875511, 536875538, 536875554, 536875680, 536875745, 536875783, 536875809, 536876277, 536876332, 536876466, 536877170, 536877294, 536877333, 536879957]","[1, 27, 33]",0.0,69.943761698634,61.0,https://www.igdb.com/games/human-fall-flat
286,0,0.0,0.0,0,0,0,0,0.0,0.0,0,"[1, 2]","[12, 31]",6.0,78632,0,0,Untitled Danganronpa Game,41.34302445118222,0.0,0.0,0.0,"[179573, 179574]","[80916, 81249, 96217, 101608, 105049, 106987, 111130, 112416, 114290, 119171]",untitled-danganronpa-game,0,"An untitled game said to be in development after a job listing was spotted in November related to the Danganronpa series. 
The posted job listing was looking for a game programmer, character designer, and 3D designer to mainly participate in development of the series, along with information about a game in the action genre for PlayStation 4 and PlayStation Vita.","[1, 268435468, 268435487]",[1],0.0,0.0,0.0,https://www.igdb.com/games/untitled-danganronpa-game
287,0,60.0,1.0,"[3183, 3184]",0,0,0,1268784000.0,0.0,0,"[1, 2, 3, 5]","[12, 25, 31]",0.0,19133,"[78, 147, 226, 227, 296, 701, 816, 900, 982, 1158, 1333, 2385, 2493, 2806, 3540, 4134, 4287, 4359, 4369, 4392, 4400, 4460, 4613, 4826, 4886, 4983, 5374, 6069, 9509]",[3092],Elsword,41.34302445118222,0.0,52.4965890748946,14.0,"[50608, 50609, 50610]","[660, 8746, 10388, 11231, 15888, 18337, 36198, 47823, 55092, 55199]",elsword,0,"Elsword is a Free to Play, 2.5D action MMORPG developed by the South Korean company KOG Studios. It features real-time action gameplay and includes both player vs. environment and player vs. player modes. There are several playable characters within the game, each with unique backstories and distinct abilities.","[1, 17, 268435468, 268435481, 268435487, 536870990, 536871059, 536871138, 536871139, 536871208, 536871613, 536871728, 536871812, 536871894, 536872070, 536872245, 536873297, 536873405, 536873718, 536874452, 536875046, 536875199, 536875271, 536875281, 536875304, 536875312, 536875372, 536875525, 536875738, 536875798, 536875895, 536876286, 536876981, 536880421]","[1, 17]",0.0,56.2482945374473,15.0,https://www.igdb.com/games/elsword
288,0,0.0,0.0,0,0,0,0,1551312000.0,1148.0,[1148],0,0,0.0,89550,0,0,Zoids Wild: King of Blast,41.33915641640944,36.0,0.0,0.0,[161002],"[13934, 86477, 102057, 102058, 105269, 111187, 112886, 113114, 117197, 119305]",zoids-wild-king-of-blast,0,"An new game based on Zoids Wild announced for the Nintendo Switch in Japan. 
A new anime series called Zoids Wild was announced with a toy line arriving first as well as a manga, a phone app and the Switch game.",[18],[18],0.0,0.0,0.0,https://www.igdb.com/games/zoids-wild-king-of-blast
289,0,87.5,4.0,0,0,0,0,1500422400.0,0.0,0,"[2, 5]",[12],2.0,19698,"[296, 900]",0,Albion Online,41.12013481333038,7.0,50.0,3.0,"[92875, 92876, 92877]","[17350, 23651, 47823, 54775, 55199, 59427, 64061, 68393, 99118, 112191]",albion-online,0,"Albion Online is a sandbox MMORPG from Sandbox Interactive, set in the medieval fantasy world of Albion. Whether playing a hardened fighter, a farmer, a merchant or a master craftsman, in the player-driven world almost every single weapon and building are created by the players. Thanks to a “you are what you wear”-system free of typical class restrictions, a skilled archer can instantly become a powerful mage, and the players define their role within the game world. PvE, PvP guild vs guild battles, every action in the game has a meaning … as well as consequences. PvP battles in the danger zones of the game world are a “winner takes all” affair. Albion Online is the first PC game to enable the same experience on tablets.","[17, 268435468, 536871208, 536871812]",[17],0.0,68.75,7.0,https://www.igdb.com/games/albion-online
290,"[12720, 12721]",0.0,0.0,0,0,0,0,858988800.0,0.0,0,"[1, 2]",[4],0.0,1244,"[21, 61, 107, 274, 301, 558, 977, 1231, 1240, 1313, 1821, 1950, 1985, 1986, 2362, 2803, 2951, 4161, 4213, 4221, 4266, 4271, 4277, 4282, 4286, 4294, 4359, 4441, 4481, 4534, 4541, 4544, 4570, 4574, 4579, 4804, 4866, 4891, 4897, 4903, 4920, 4958, 4983, 5002, 5007, 5029, 5187, 5304, 5323, 5354, 5501, 5559, 5578, 5700, 5822, 5823, 5891, 5906, 5911, 6015, 6070, 6084, 6088, 6095, 6096, 6097, 6100, 6104, 6146, 6325, 6365, 6399, 6474, 6494, 6496, 6504, 6529, 6531, 6532, 6533, 6534, 6535, 6536, 6537, 6892, 7026, 7031, 7084, 7200, 7300, 7345, 7387, 7480, 7590, 7650, 8958, 9155, 9529, 9736, 9849, 9931, 9936, 10082, 10514, 10669, 11310, 11312, 11314, 11449, 11537, 11766, 11853, 11854, 11855, 11874, 11875, 11918, 13119, 13120, 13121, 13951, 14384, 16719]",0,Tekken 3,41.12013481333038,8.0,86.2110195660887,238.0,"[3241, 3242, 3243]","[1240, 1242, 1243, 1245, 1246, 1247, 1249, 1563, 1620, 1621]",tekken-3,"Fifteen years after the King of the Iron Fist Tournament 2, Heihachi Mishima has established the Tekken Force, a paramilitary organization dedicated to the protection of the Mishima Zaibatsu. A squadron of the Tekken Force searches an ancient temple located in Mexico. Soon after arriving there, Heihachi learns that they have been obliterated by Ogre. However, Heihachi, having witnessed the event, seeks to capture Ogre in hopes of harnessing its power for his own gain. Soon after, various martial artists end up dead, attacked or missing from all over the world, with Ogre behind it. 
 
Jun Kazama has been living a quiet life in Yakushima with her young son, Jin, fathered after the events of the previous tournament by Heihachi's son, Kazuya. However, their peaceful life is disrupted when Jun begins to feel the encroaching presence of Ogre. Jun is now a target and instructs Jin to seek Heihachi should anything happen. Sometime after Jin's fifteenth birthday, Ogre indeed attacks. Against Jun's wishes, Jin valiantly tries to fight Ogre off, but Ogre knocks him unconscious. When Jin awakens, he finds that his house has been burned to the ground, and that his mother is missing and most likely dead. Driven by revenge, Jin is confronted by the Devil, which brands Jin's left arm and possesses him. Jin goes to Heihachi, explaining his situation and identity and begging him for training to become strong enough to face Ogre. Heihachi accepts and takes Jin in, as well as sending him to school. 
 
Four years later, Jin masters the Mishima karate style. On Jin's nineteenth birthday, Heihachi announces the King of the Iron Fist Tournament 3, secretly intending to lure out Ogre, while Jin prepares for his upcoming battle. 
 
In the tournament, at a large temple, Paul Phoenix defeats Ogre and walks away from the tournament, thinking he is victorious. However, Ogre transforms into its true form of a monstrous beast, and Jin finally confronts it. Jin battles and defeats Ogre, and the being completely dissolves. However, Jin is suddenly gunned down by a squadron of Tekken Forces led by Heihachi, who, no longer needing him, personally fires a final shot into his grandson's head. 
 
However, Jin, revived by the Devil within him, reawakens and dispatches the soldiers, smashing Heihachi through the wall of the temple. Heihachi survives the long fall, looking up to see Jin sprout feathery wings and fly off into the night.","Tekken 3 maintains the same core fighting system and concept as its predecessors, but brings many improvements, such as significantly more detailed graphics and animations, fifteen new characters added to the game's roster, more modern music and faster and more fluid gameplay. 
Perhaps the most noticeable change from Tekken 2 fight system is movement reform - whereas the element of depth had been largely insignificant in previous Tekken games (aside from some characters having unique sidesteps and dodging maneuvers), Tekken 3 added emphasis on the third axis, allowing all characters to sidestep in or out of the background by lightly pressing the arcade stick (or tapping the controller button in the console version) towards the corresponding direction. Another big change in movement was that jumping was toned down, no longer allowing fighters to jump to extreme heights (as was present in previous games), but keeping leaps to reasonable, realistic heights. It made air combat more controllable, and put more use to sidestep dodges, as jumping no longer became a universal dodge move that was flying above all of the ground moves. Other than that, the improved engine allowed for quick recoveries from knock-downs, more escapes from tackles and stuns, better juggling (as many old moves had changed parameters, allowing them to connect in combo-situations, where they wouldn't connect in previous games) and extra newly created combo throws. 
 
Tekken 3 was the first Tekken to feature a beat 'em up minigame called ""Tekken Force"", which pitted the player in various stages against enemies in a side-scrolling fashion. If the player succeeds in beating the minigame four times, Dr. Bosconovitch would be a playable character (granted that you defeat him first). This was continued in Tekken 4 and succeeded by the Devil Within minigame in Tekken 5 - but Boskonovitch was dropped as a playable character after Tekken 3. There is also a minigame ""Tekken Ball"", similar to beach volleyball, where one has to hit the ball with a powerful attack to hurt the opponent or try to hit the ball in such a way that it hits the ground in the opponent's area, thus causing damage.","[1, 268435460, 536870933, 536870973, 536871019, 536871186, 536871213, 536871470, 536871889, 536872143, 536872152, 536872225, 536872733, 536872862, 536872897, 536872898, 536873274, 536873715, 536873863, 536875073, 536875125, 536875133, 536875178, 536875183, 536875189, 536875194, 536875198, 536875206, 536875271, 536875353, 536875393, 536875446, 536875453, 536875456, 536875482, 536875486, 536875491, 536875716, 536875778, 536875803, 536875809, 536875815, 536875832, 536875870, 536875895, 536875914, 536875919, 536875941, 536876099, 536876216, 536876235, 536876266, 536876413, 536876471, 536876490, 536876612, 536876734, 536876735, 536876803, 536876818, 536876823, 536876927, 536876982, 536876996, 536877000, 536877007, 536877008, 536877009, 536877012, 536877016, 536877058, 536877237, 536877277, 536877311, 536877386, 536877406, 536877408, 536877416, 536877441, 536877443, 536877444, 536877445, 536877446, 536877447, 536877448, 536877449, 536877804, 536877938, 536877943, 536877996, 536878112, 536878212, 536878257, 536878299, 536878392, 536878502, 536878562, 536879870, 536880067, 536880441, 536880648, 536880761, 536880843, 536880848, 536880994, 536881426, 536881581, 536882222, 536882224, 536882226, 536882361, 536882449, 536882678, 536882765, 536882766, 536882767, 536882786, 536882787, 536882830, 536884031, 536884032, 536884033, 536884863, 536885296, 536887631]",[1],0.0,86.2110195660887,238.0,https://www.igdb.com/games/tekken-3
291,0,71.0,5.0,[6056],0,0,0,1559088000.0,0.0,0,[1],"[9, 31, 32]",6.0,9835,"[277, 453, 1027, 1096, 1120, 2875, 4155]",0,Draugen,40.89688314933088,16.0,59.01184368115621,10.0,"[167719, 167720, 169417]","[13189, 18011, 20342, 24426, 25222, 25646, 27266, 28070, 54678, 56033]",draugen,"Draugen is set in the early 1920s and delves into the deepest, darkest secrets of a remote fishing community where every single soul has mysteriously vanished. 
As the player explores the tiny settlement, gathering clues and memories, and unearthing the truth behind a terrible tragedy, they will learn more about the history of the village and its inhabitants. And they will come to see that behind even the most innocent of facades lurks the potential for malice. 
 
But there is more to this place than meets the eye. 
 
From time to time, a woman in black can be spotted in the distance. Who is she, and what is her connection to this place? Who is the little girl singing broken lullabies as the sky begins to darken? And when night falls, and those last few, precious drops of kerosene in the lamp feed a fragile, flickering flame, what hides out there in the darkness and in the cold, black sea?","Draugen is a first-person psychological horror adventure, set amongst the deep fjords and towering mountains of Norway’s awe-inspiring west coast. 
 
The game is a dark and disturbing journey into the pitch black heart of Norwegian national romanticism, as seen through the eyes of an American nature photographer, botanist and entomologist.","[17, 19, 22, 268435465, 268435487, 268435488, 536871189, 536871365, 536871939, 536872008, 536872032, 536873787, 536875067]","[17, 19, 22]",0.0,65.00592184057811,15.0,https://www.igdb.com/games/draugen
