dlcs,expansions,id,keywords,release_dates,similar_games,tags
0,0,118218,0,"[169385, 169386, 169387, 179303]","[19164, 68287, 102868, 103281, 103292, 103298, 103301, 105049, 106805, 119177]","[1, 23, 38, 39, 268435461]"
0,0,11423,"[427, 1027, 1158, 1293, 1494, 1669, 1914, 3782, 4004, 4134, 4150, 4178, 4245]","[54286, 54287, 54397, 54398, 54399, 54400, 106375, 106376, 117469, 118975, 123456, 136657, 161433, 161434]","[7350, 9278, 19082, 26574, 28113, 33153, 35994, 36263, 41895, 51945]","[42, 268435471, 268435487, 268435488, 536871339, 536871939, 536872070, 536872205, 536872406, 536872581, 536872826, 536874694, 536874916, 536875046, 536875062, 536875090, 536875157]"
0,0,3277,"[69, 339, 466, 607, 887, 1025, 1027, 1158, 1333, 1494, 1507, 4134, 4148, 4261, 4419, 5504, 5790, 6079]","[136668, 136669, 136670, 179597]","[8347, 17379, 22387, 26145, 28309, 33153, 35994, 36198, 96217, 105049]","[1, 21, 268435461, 268435468, 268435487, 268435488, 536870981, 536871251, 536871378, 536871519, 536871799, 536871937, 536871939, 536872070, 536872245, 536872406, 536872419, 536875046, 536875060, 536875173, 536875331, 536876416, 536876702, 536876991]"
0,0,19376,"[117, 3782, 4134, 4882]",[163636],"[17130, 23345, 29173, 36269, 36553, 51577, 51945, 55590, 65827, 109339]","[268435469, 268435471, 268435488, 536871029, 536874694, 536875046, 536875794]"
0,0,16992,"[117, 287, 350, 1152, 1158, 1293, 2875, 3061, 3224, 3794, 4004, 4134, 4147, 4150, 4161, 4272, 4287, 4332, 4374, 4418, 4430, 4599, 4626, 4642, 4768, 4833, 4871, 4897, 5365, 5420, 5554, 6258, 6382, 6421, 9045]","[54502, 54503, 54504, 54505, 130969, 130970, 130971, 133770, 133771, 136076]","[18167, 18182, 18869, 19150, 20329, 20342, 24426, 55173, 55190, 56033]","[1, 27, 33, 268435464, 268435465, 268435487, 268435488, 536871029, 536871199, 536871262, 536872064, 536872070, 536872205, 536873787, 536873973, 536874136, 536874706, 536874916, 536875046, 536875059, 536875062, 536875073, 536875184, 536875199, 536875244, 536875286, 536875330, 536875342, 536875511, 536875538, 536875554, 536875680, 536875745, 536875783, 536875809, 536876277, 536876332, 536876466, 536877170, 536877294, 536877333, 536879957]"
0,0,78632,0,"[179573, 179574]","[80916, 81249, 96217, 101608, 105049, 106987, 111130, 112416, 114290, 119171]","[1, 268435468, 268435487]"
0,0,19133,"[78, 147, 226, 227, 296, 701, 816, 900, 982, 1158, 1333, 2385, 2493, 2806, 3540, 4134, 4287, 4359, 4369, 4392, 4400, 4460, 4613, 4826, 4886, 4983, 5374, 6069, 9509]","[50608, 50609, 50610]","[660, 8746, 10388, 11231, 15888, 18337, 36198, 47823, 55092, 55199]","[1, 17, 268435468, 268435481, 268435487, 536870990, 536871059, 536871138, 536871139, 536871208, 536871613, 536871728, 536871812, 536871894, 536872070, 536872245, 536873297, 536873405, 536873718, 536874452, 536875046, 536875199, 536875271, 536875281, 536875304, 536875312, 536875372, 536875525, 536875738, 536875798, 536875895, 536876286, 536876981, 536880421]"
0,0,89550,0,[161002],"[13934, 86477, 102057, 102058, 105269, 111187, 112886, 113114, 117197, 119305]",[18]
0,0,19698,"[296, 900]","[92875, 92876, 92877]","[17350, 23651, 47823, 54775, 55199, 59427, 64061, 68393, 99118, 112191]","[17, 268435468, 536871208, 536871812]"
0,0,1244,"[21, 61, 107, 274, 301, 558, 977, 1231, 1240, 1313, 1821, 1950, 1985, 1986, 2362, 2803, 2951, 4161, 4213, 4221, 4266, 4271, 4277, 4282, 4286, 4294, 4359, 4441, 4481, 4534, 4541, 4544, 4570, 4574, 4579, 4804, 4866, 4891, 4897, 4903, 4920, 4958, 4983, 5002, 5007, 5029, 5187, 5304, 5323, 5354, 5501, 5559, 5578, 5700, 5822, 5823, 5891, 5906, 5911, 6015, 6070, 6084, 6088, 6095, 6096, 6097, 6100, 6104, 6146, 6325, 6365, 6399, 6474, 6494, 6496, 6504, 6529, 6531, 6532, 6533, 6534, 6535, 6536, 6537, 6892, 7026, 7031, 7084, 7200, 7300, 7345, 7387, 7480, 7590, 7650, 8958, 9155, 9529, 9736, 9849, 9931, 9936, 10082, 10514, 10669, 11310, 11312, 11314, 11449, 11537, 11766, 11853, 11854, 11855, 11874, 11875, 11918, 13119, 13120, 13121, 13951, 14384, 16719]","[3241, 3242, 3243]","[1240, 1242, 1243, 1245, 1246, 1247, 1249, 1563, 1620, 1621]","[1, 268435460, 536870933, 536870973, 536871019, 536871186, 536871213, 536871470, 536871889, 536872143, 536872152, 536872225, 536872733, 536872862, 536872897, 536872898, 536873274, 536873715, 536873863, 536875073, 536875125, 536875133, 536875178, 536875183, 536875189, 536875194, 536875198, 536875206, 536875271, 536875353, 536875393, 536875446, 536875453, 536875456, 536875482, 536875486, 536875491, 536875716, 536875778, 536875803, 536875809, 536875815, 536875832, 536875870, 536875895, 536875914, 536875919, 536875941, 536876099, 536876216, 536876235, 536876266, 536876413, 536876471, 536876490, 536876612, 536876734, 536876735, 536876803, 536876818, 536876823, 536876927, 536876982, 536876996, 536877000, 536877007, 536877008, 536877009, 536877012, 536877016, 536877058, 536877237, 536877277, 536877311, 536877386, 536877406, 536877408, 536877416, 536877441, 536877443, 536877444, 536877445, 536877446, 536877447, 536877448, 536877449, 536877804, 536877938, 536877943, 536877996, 536878112, 536878212, 536878257, 536878299, 536878392, 536878502, 536878562, 536879870, 536880067, 536880441, 536880648, 536880761, 536880843, 536880848, 536880994, 536881426, 536881581, 536882222, 536882224, 536882226, 536882361, 536882449, 536882678, 536882765, 536882766, 536882767, 536882786, 536882787, 536882830, 536884031, 536884032, 536884033, 536884863, 536885296, 536887631]"
0,0,9835,"[277, 453, 1027, 1096, 1120, 2875, 4155]","[167719, 167720, 169417]","[13189, 18011, 20342, 24426, 25222, 25646, 27266, 28070, 54678, 56033]","[17, 19, 22, 268435465, 268435487, 268435488, 536871189, 536871365, 536871939, 536872008, 536872032, 536873787, 536875067]"
0,0,35463,"[379, 994, 1148, 3782]","[81526, 81527, 81528]","[13200, 17519, 29173, 31515, 34823, 36269, 36346, 55036, 55590, 55689]","[268435469, 268435471, 268435488, 536871291, 536871906, 536872060, 536874694]"
0,0,113201,[1583],"[161986, 161987]","[34024, 54775, 56967, 96217, 103303, 106987, 115278, 119156, 119171, 120184]","[1, 17, 268435471, 536872495]"
0,0,115283,[427],[165068],"[100800, 103281, 103298, 103301, 103302, 111130, 112589, 113895, 115276, 120268]","[1, 536871339]"
0,0,62151,"[901, 962, 1027, 1079, 3202]","[154524, 154525, 154526]","[24426, 26950, 55038, 55984, 81249, 96217, 105269, 106987, 113360, 119171]","[1, 17, 18, 31, 268435487, 536871813, 536871874, 536871939, 536871991, 536874114]"
0,0,8746,"[78, 92, 296, 478, 872, 900, 1158, 1333, 1384, 2385, 4134, 4369, 4823, 4887]",[26173],"[11231, 19133, 22387, 34155, 36198, 47823, 55092, 55199, 96217, 106987]","[1, 17, 22, 268435468, 268435487, 536870990, 536871004, 536871208, 536871390, 536871784, 536871812, 536872070, 536872245, 536872296, 536873297, 536875046, 536875281, 536875735, 536875799]"
0,0,28325,"[151, 577, 994, 1148, 1158, 1471, 3533, 4261, 5498]","[69189, 69190, 69191, 69192]","[9789, 9856, 18623, 23345, 29173, 31515, 35371, 36553, 55590, 78550]","[22, 268435467, 268435469, 268435471, 268435488, 536871063, 536871489, 536871906, 536872060, 536872070, 536872383, 536874445, 536875173, 536876410]"
0,0,57187,"[343, 970, 1025, 2049, 4157]",0,"[1741, 10039, 26950, 38030, 55038, 58114, 68286, 68287, 105269, 107318]","[1, 18, 42, 268435461, 268435464, 268435466, 536871255, 536871882, 536871937, 536872961, 536875069]"
[26270],"[28173, 36571]",11171,"[1, 132, 1025, 1403, 1459, 1669, 4259, 4345, 4357, 4446, 4520, 4857, 4883, 4907, 8164, 8284, 16828, 16894, 17393, 18226, 18227, 18228, 18229]","[66553, 66554, 66555, 66556, 66557, 106458, 106459, 136400]","[8422, 10239, 10964, 15536, 18225, 19561, 19564, 28552, 68286, 105049]","[1, 23, 38, 268435461, 268435480, 268435487, 536870913, 536871044, 536871937, 536872315, 536872371, 536872581, 536875171, 536875257, 536875269, 536875358, 536875432, 536875769, 536875795, 536875819, 536879076, 536879196, 536887740, 536887806, 536888305, 536889138, 536889139, 536889140, 536889141]"
0,0,115276,0,[170456],"[1070, 1188, 1191, 96452, 100800, 103302, 113895, 118313, 120184, 120268]","[1, 268435464]"
0,0,112589,0,"[164684, 173808]","[4052, 100800, 103269, 103302, 103369, 105418, 109277, 113895, 120268, 120436]","[1, 268435460]"
0,0,28129,0,"[157555, 157556, 158171, 171658]","[22425, 28277, 37419, 41895, 43130, 87975, 103232, 110779, 117665, 119119]","[42, 268435469, 268435487]"
0,"[113344, 118278]",36926,"[174, 296, 1026, 1065, 1333, 1473, 2295, 2439, 3743, 4154, 4224, 4357, 12087, 12157, 12556, 16828, 16894, 23377, 23378]","[113479, 147904, 155500]","[22387, 27092, 28168, 28309, 30245, 36198, 54842, 55092, 55199, 80916]","[1, 268435468, 268435487, 536871086, 536871208, 536871938, 536871977, 536872245, 536872385, 536873207, 536873351, 536874655, 536875066, 536875136, 536875269, 536882999, 536883069, 536883468, 536887740, 536887806, 536894289, 536894290]"
0,0,11231,"[78, 226, 227, 296, 900, 1333, 1384, 2385, 4826, 4985, 5308, 5588, 12462]","[30849, 67281]","[8746, 16391, 19133, 23651, 28010, 47823, 54775, 55199, 57372, 115278]","[1, 17, 268435468, 536870990, 536871138, 536871139, 536871208, 536871812, 536872245, 536872296, 536873297, 536875738, 536875897, 536876220, 536876500, 536883374]"
0,0,6985,"[1471, 4155, 5144]",[17295],"[8773, 9856, 10243, 16497, 28794, 30229, 55029, 55056, 77334, 78550]","[17, 22, 39, 268435467, 268435471, 536872383, 536875067, 536876056]"
0,0,11679,"[343, 393, 994, 1148, 1619, 1714]","[32354, 32355]","[22425, 22469, 22470, 29173, 31515, 36346, 44242, 55590, 67166, 68049]","[28, 42, 268435458, 268435469, 536871255, 536871305, 536871906, 536872060, 536872531, 536872626]"
0,0,9552,"[23, 24, 56, 165, 970, 992, 1033, 1148, 1198, 2493]","[71841, 71842, 71843]","[3239, 17130, 17379, 18290, 19249, 25300, 25311, 26145, 26574, 55038]","[1, 18, 21, 33, 268435461, 268435468, 268435469, 268435471, 268435487, 268435488, 536870935, 536870936, 536870968, 536871077, 536871882, 536871904, 536871945, 536872060, 536872110, 536873405]"
0,0,9477,"[2, 19, 278, 526, 683, 805, 993, 1107, 1158, 1162, 1333, 1388, 1471, 1821, 2910, 3270, 3782, 4035, 4225, 4239, 4350, 4446, 4619, 4698, 4891, 4892, 5350, 6352, 6589, 6643, 8693, 8694, 8696, 8711, 8712, 8721, 8724, 8725, 8853, 9772, 9907, 12123, 12364, 12699, 12793, 13110]","[31132, 31133, 31134, 31135, 31136]","[596, 848, 1144, 7027, 8387, 9058, 9059, 9538, 10272, 30229]","[1, 22, 39, 268435467, 268435471, 268435480, 536870914, 536870931, 536871190, 536871438, 536871595, 536871717, 536871905, 536872019, 536872070, 536872074, 536872245, 536872300, 536872383, 536872733, 536873822, 536874182, 536874694, 536874947, 536875137, 536875151, 536875262, 536875358, 536875531, 536875610, 536875803, 536875804, 536876262, 536877264, 536877501, 536877555, 536879605, 536879606, 536879608, 536879623, 536879624, 536879633, 536879636, 536879637, 536879765, 536880684, 536880819, 536883035, 536883276, 536883611, 536883705, 536884022]"
0,0,9648,"[78, 94, 170, 343, 358, 826, 847, 939, 970, 1027, 1166, 1193, 1313, 1375, 1714, 1726, 1961, 4193, 4429, 4589, 4600, 4653, 4850, 4855, 4920, 4921, 5346, 5754, 5938, 6020, 6070, 6478, 6482, 7058, 7488, 8240, 8844, 9801, 10518, 10699, 12002, 12241]","[28708, 28709, 28710, 120944]","[8968, 15830, 17906, 19785, 22422, 22423, 22482, 22490, 59048, 59218]","[18, 42, 268435468, 268435469, 268435470, 268435471, 268435487, 536870990, 536871006, 536871082, 536871255, 536871270, 536871738, 536871759, 536871851, 536871882, 536871939, 536872078, 536872105, 536872225, 536872287, 536872626, 536872638, 536872873, 536875105, 536875341, 536875501, 536875512, 536875565, 536875762, 536875767, 536875832, 536875833, 536876258, 536876666, 536876850, 536876932, 536876982, 536877390, 536877394, 536877970, 536878400, 536879152, 536879756, 536880713, 536881430, 536881611, 536882914, 536883153]"
[19065],0,2939,"[72, 117, 129, 197, 215, 221, 226, 296, 594, 687, 966, 1019, 1027, 1098, 1120, 1152, 1158, 1186, 1202, 1228, 1345, 1438, 1471, 1507, 1653, 1697, 1734, 1803, 1836, 1972, 1986, 2104, 2141, 2170, 2337, 2450, 2951, 3002, 3061, 3102, 3203, 3794, 3831, 3922, 4004, 4090, 4131, 4134, 4135, 4138, 4146, 4147, 4169, 4195, 4198, 4203, 4222, 4239, 4287, 4316, 4330, 4342, 4357, 4359, 4363, 4374, 4393, 4394, 4403, 4418, 4419, 4430, 4432, 4450, 4509, 4552, 4573, 4579, 4580, 4581, 4587, 4590, 4592, 4593, 4599, 4601, 4611, 4612, 4614, 4619, 4622, 4625, 4626, 4628, 4632, 4633, 4635, 4637, 4642, 4653, 4711, 4725, 4737, 4763, 4791, 4829, 4831, 4833, 4880, 4892, 4896, 4897, 4927, 4940, 4944, 4973, 5039, 5096, 5102, 5109, 5111, 5117, 5120, 5121, 5176, 5183, 5184, 5197, 5216, 5261, 5273, 5317, 5350, 5365, 5375, 5420, 5427, 5502, 5504, 5507, 5533, 5561, 5562, 5581, 5590, 5609, 5617, 5641, 5659, 5662, 5675, 5682, 5703, 5775, 5788, 5799, 5811, 5823, 5857, 5858, 5896, 5968, 5974, 6131, 6135, 6326, 6420, 6625, 6675, 6760, 6775, 6814, 7030, 7045, 7052, 7062, 7148, 7151, 7215, 7465, 7603, 8180, 8181, 8182, 8183, 8184, 8185, 16826, 19339, 19340, 19341]","[20657, 132929, 132930, 134253, 134254, 149190, 174799]","[533, 1334, 1882, 1906, 3188, 7342, 7386, 9727, 9730, 11270]","[19, 20, 268435467, 268435471, 268435487, 268435488, 536870984, 536871029, 536871041, 536871109, 536871127, 536871133, 536871138, 536871208, 536871506, 536871599, 536871878, 536871931, 536871939, 536872010, 536872032, 536872064, 536872070, 536872098, 536872114, 536872140, 536872257, 536872350, 536872383, 536872419, 536872565, 536872609, 536872646, 536872715, 536872748, 536872884, 536872898, 536873016, 536873053, 536873082, 536873249, 536873362, 536873863, 536873914, 536873973, 536874014, 536874115, 536874706, 536874743, 536874834, 536874916, 536875002, 536875043, 536875046, 536875047, 536875050, 536875058, 536875059, 536875081, 536875107, 536875110, 536875115, 536875134, 536875151, 536875199, 536875228, 536875242, 536875254, 536875269, 536875271, 536875275, 536875286, 536875305, 536875306, 536875315, 536875330, 536875331, 536875342, 536875344, 536875362, 536875421, 536875464, 536875485, 536875491, 536875492, 536875493, 536875499, 536875502, 536875504, 536875505, 536875511, 536875513, 536875523, 536875524, 536875526, 536875531, 536875534, 536875537, 536875538, 536875540, 536875544, 536875545, 536875547, 536875549, 536875554, 536875565, 536875623, 536875637, 536875649, 536875675, 536875703, 536875741, 536875743, 536875745, 536875792, 536875804, 536875808, 536875809, 536875839, 536875852, 536875856, 536875885, 536875951, 536876008, 536876014, 536876021, 536876023, 536876029, 536876032, 536876033, 536876088, 536876095, 536876096, 536876109, 536876128, 536876173, 536876185, 536876229, 536876262, 536876277, 536876287, 536876332, 536876339, 536876414, 536876416, 536876419, 536876445, 536876473, 536876474, 536876493, 536876502, 536876521, 536876529, 536876553, 536876571, 536876574, 536876587, 536876594, 536876615, 536876687, 536876700, 536876711, 536876723, 536876735, 536876769, 536876770, 536876808, 536876880, 536876886, 536877043, 536877047, 536877238, 536877332, 536877537, 536877587, 536877672, 536877687, 536877726, 536877942, 536877957, 536877964, 536877974, 536878060, 536878063, 536878127, 536878377, 536878515, 536879092, 536879093, 536879094, 536879095, 536879096, 536879097, 536887738, 536890251, 536890252, 536890253]"
0,0,732,"[11, 17, 21, 57, 58, 72, 79, 109, 129, 132, 155, 221, 222, 227, 284, 350, 392, 403, 427, 540, 558, 563, 598, 621, 642, 729, 735, 839, 889, 890, 977, 1033, 1161, 1293, 1403, 1437, 1459, 1503, 1669, 1714, 1800, 1898, 2069, 2071, 2185, 2324, 2337, 2438, 2440, 2537, 2542, 2679, 2841, 3270, 3741, 3745, 3831, 3985, 4134, 4146, 4242, 4272, 4287, 4298, 4350, 4355, 4359, 4393, 4444, 4446, 4452, 4502, 4508, 4525, 4544, 4571, 4572, 4605, 4614, 4615, 4625, 4630, 4647, 4658, 4661, 4666, 4698, 4709, 4712, 4714, 4730, 4738, 4793, 4818, 4829, 4884, 4896, 4907, 4980, 4998, 5213, 5264, 5349, 5377, 5381, 5408, 5425, 5444, 5471, 5472, 5483, 5511, 5542, 5563, 5609, 5685, 5730, 5758, 5762, 5771, 5775, 5848, 5850, 5909, 5982, 5999, 6043, 6134, 6216, 6257, 6258, 6269, 6365, 6373, 6385, 6411, 6413, 6414, 6417, 6440, 6455, 6471, 6495, 6527, 6624, 6716, 6776, 6829, 7089, 7369, 7413, 7632, 8147, 8150, 8170, 8172, 8272, 8276, 8280, 8281, 8321, 8676, 8722, 8876, 8912, 9066, 9143, 9154, 9191, 9256, 9508, 9536, 9732, 9806, 9874, 10073, 10334, 10376, 10435, 10566, 10679, 10796, 11204, 11248, 11635, 11639, 11647, 11656, 11699, 11702, 12385, 13217, 15444, 15445, 16204, 22668, 22669]","[1613, 1614, 2203, 3317, 3318, 19227, 48660, 55583, 123523, 123524, 147098]","[564, 730, 731, 733, 1020, 1121, 3262, 3263, 3270, 19441]","[1, 32, 38, 268435461, 268435466, 268435470, 268435487, 536870923, 536870929, 536870933, 536870969, 536870970, 536870984, 536870991, 536871021, 536871041, 536871044, 536871067, 536871133, 536871134, 536871139, 536871196, 536871262, 536871304, 536871315, 536871339, 536871452, 536871470, 536871475, 536871510, 536871533, 536871554, 536871641, 536871647, 536871751, 536871801, 536871802, 536871889, 536871945, 536872073, 536872205, 536872315, 536872349, 536872371, 536872415, 536872581, 536872626, 536872712, 536872810, 536872981, 536872983, 536873097, 536873236, 536873249, 536873350, 536873352, 536873449, 536873454, 536873591, 536873753, 536874182, 536874653, 536874657, 536874743, 536874897, 536875046, 536875058, 536875154, 536875184, 536875199, 536875210, 536875262, 536875267, 536875271, 536875305, 536875356, 536875358, 536875364, 536875414, 536875420, 536875437, 536875456, 536875483, 536875484, 536875517, 536875526, 536875527, 536875537, 536875542, 536875559, 536875570, 536875573, 536875578, 536875610, 536875621, 536875624, 536875626, 536875642, 536875650, 536875705, 536875730, 536875741, 536875796, 536875808, 536875819, 536875892, 536875910, 536876125, 536876176, 536876261, 536876289, 536876293, 536876320, 536876337, 536876356, 536876383, 536876384, 536876395, 536876423, 536876454, 536876475, 536876521, 536876597, 536876642, 536876670, 536876674, 536876683, 536876687, 536876760, 536876762, 536876821, 536876894, 536876911, 536876955, 536877046, 536877128, 536877169, 536877170, 536877181, 536877277, 536877285, 536877297, 536877323, 536877325, 536877326, 536877329, 536877352, 536877367, 536877383, 536877407, 536877439, 536877536, 536877628, 536877688, 536877741, 536878001, 536878281, 536878325, 536878544, 536879059, 536879062, 536879082, 536879084, 536879184, 536879188, 536879192, 536879193, 536879233, 536879588, 536879634, 536879788, 536879824, 536879978, 536880055, 536880066, 536880103, 536880168, 536880420, 536880448, 536880644, 536880718, 536880786, 536880985, 536881246, 536881288, 536881347, 536881478, 536881591, 536881708, 536882116, 536882160, 536882547, 536882551, 536882559, 536882568, 536882611, 536882614, 536883297, 536884129, 536886356, 536886357, 536887116, 536893580, 536893581]"
0,0,77884,0,0,"[44248, 72472, 77696, 77745, 82944, 89937, 111410, 113283, 117665, 119119]",[42]
0,0,7406,"[72, 117, 138, 226, 296, 477, 604, 658, 758, 1033, 1098, 1158, 1881, 2324, 2951, 3203, 3486, 4004, 4135, 4183, 4266, 4285, 4405, 4440, 4541, 4609, 4709, 4940, 5032, 5277, 5369, 5385, 5541, 5552, 5578, 5666, 5673, 5720, 5939, 5963, 6249, 12123]","[19196, 155951, 155952, 155953]","[2365, 9278, 14593, 18182, 23733, 24426, 26226, 26855, 36198, 47823]","[17, 31, 268435464, 268435487, 268435488, 536870984, 536871029, 536871050, 536871138, 536871208, 536871389, 536871516, 536871570, 536871670, 536871945, 536872010, 536872070, 536872793, 536873236, 536873863, 536874115, 536874398, 536874916, 536875047, 536875095, 536875178, 536875197, 536875317, 536875352, 536875453, 536875521, 536875621, 536875852, 536875944, 536876189, 536876281, 536876297, 536876453, 536876464, 536876490, 536876578, 536876585, 536876632, 536876851, 536876875, 536877161, 536883035]"
0,0,118871,0,"[177400, 177401, 177402, 177403]","[37419, 89444, 96476, 105011, 113661, 116136, 117855, 120126, 120268, 120487]","[1, 268435466, 268435469, 268435470]"
0,0,59173,"[78, 94, 343, 847, 1027, 1961]",[116277],"[17906, 22425, 22426, 22482, 22490, 41895, 58814, 59046, 59048, 59218]","[42, 268435487, 536870990, 536871006, 536871255, 536871759, 536871939, 536872873]"
"[120553, 120554, 120555]",0,90099,[69],"[153726, 153727, 153728, 174467]","[19164, 25311, 54842, 55038, 81249, 101211, 103276, 105049, 105269, 113114]","[1, 18, 38, 268435461, 268435468, 536870981]"
0,0,7350,"[131, 453, 970, 1158, 1293, 1494, 1675, 4004, 4134, 4150, 4245, 4330, 4587, 5027, 6586]","[71542, 71543, 71544]","[11423, 11646, 15443, 18290, 25300, 25843, 33153, 55038, 105269, 114455]","[1, 18, 19, 20, 21, 268435461, 268435487, 268435488, 536871043, 536871365, 536871882, 536872070, 536872205, 536872406, 536872587, 536874916, 536875046, 536875062, 536875157, 536875242, 536875499, 536875939, 536877498]"
0,0,2002,"[151, 159, 649, 994, 1103, 1148, 1370, 2042, 2438, 3533, 3782, 3794, 4138, 4256, 4451, 4619, 4767, 5006, 5351]","[8543, 118131]","[9789, 18623, 23345, 28325, 29173, 31515, 35371, 36553, 55036, 55590]","[22, 268435467, 268435469, 268435471, 268435488, 536871063, 536871071, 536871561, 536871906, 536872015, 536872060, 536872282, 536872954, 536873350, 536874445, 536874694, 536874706, 536875050, 536875168, 536875363, 536875531, 536875679, 536875918, 536876263]"
