,id,aggregated_rating,aggregated_rating_count,category,first_release_date,franchise,hypes,name,popularity,pulse_count,rating,rating_count,slug,storyline,summary,time_to_beat,total_rating,total_rating_count,url
261,115280,67.0,11.0,0,1566432000.0,,6.0,Oninaki,45.573653498794954,126.0,50.0,1.0,oninaki,"Reincarnation is the foundation of our way of life. We celebrate the lives we’ve been given, and offer up prayers for the next. 
 
It is grief of death which shackles the living, and causes the dead to stray. Indeed, there is no greater affront to reincarnation. 
 
So do we turn our grief to joy as we send off the dead. 
 
But the souls of those who held back their tears in life still need salvation in death. A duty that falls to the Watchers. 
 
Their task is to guide the wandering souls known as the Lost, and serve as keepers of the Living World and the Beyond. 
 
The Watchers sever the bonds that tie the Lost to this world, and send them on to the next. They navigate the emotions of the living and the dead. They prize life above all else. 
 
This is the story of one Watcher.","The all-new Action-RPG, ONINAKI tells the story of one Watcher on a journey to protect Life, after Death.",,58.5,12.0,https://www.igdb.com/games/oninaki
262,43367,58.0,2.0,0,1552348800.0,,1.0,RICO,45.573653498794954,12.0,60.0,1.0,rico,,"RICO is an arcade-style, first-person shooter inspired by modern action cinema. In the game you and a friend play as a pair of loose-cannon police partners, given twenty-four hours to crack a case as part of an elite organised crime taskforce. 
 
Planning is tactical rather than strategic, players must react in the moment to shootouts as they unfurl, with additional extra time to assess the situation if they are able to surprise their adversaries. Ammo and enemies are plentiful, and combat is punchy and impactful, supported by an extensive destruction system that ensures every shot looks and feels great.",,59.0,3.0,https://www.igdb.com/games/rico
263,17613,,,0,1425427200.0,,,Sovereignty: Crown of Kings,45.573653498794954,,50.0,0.0,sovereignty-crown-of-kings,,"The old Empire is crumbling. Younger hungrier realms wait like vultures for their chance to pick at the carcass. Thus begins the grand campaign of Sovereignty. Rule your realm wisely and decisively. Play as the Boruvian Empire and try to recapture former Imperial glories. Or play any of 34 other realms, each with their own rich history, culture and play-style.",,50.0,0.0,https://www.igdb.com/games/sovereignty-crown-of-kings
264,37382,81.5,6.0,0,1573776000.0,60.0,25.0,Pokémon Sword,45.131747841159296,636.0,71.0,2.0,pokemon-sword,,"Unsheathe your sword and take up your shield! 
 
The world of Pokémon expands to include the Galar region in Pokémon Sword and Pokémon Shield!",,76.25,8.0,https://www.igdb.com/games/pokemon-sword
265,27209,,,0,1496707200.0,,1.0,SINoALICE,45.00229967514545,31.0,,,sinoalice,,An upcoming Japanese mobile game directed by Yoko Taro. It is developed by Pocket Labs and published Square Enix.,,,,https://www.igdb.com/games/sinoalice
266,108778,,,0,1568764800.0,,3.0,Little Misfortune,44.68636901895975,4.0,60.0,4.0,little-misfortune,,"Little Misfortune is an interactive story, focused on exploration and characters, both sweet and dark, where your choices have consequences.",,60.0,4.0,https://www.igdb.com/games/little-misfortune
267,28010,72.75,12.0,0,1544659200.0,988.0,4.0,God Eater 3,44.46347938110792,252.0,80.0,2.0,god-eater-3,,"All of sudden, unknown life forms called “Oracle cells” begin their uncontrolled consumption of all life on Earth. Their ravenous appetite “devour” and remarkable adaptability earn them first dread, then awe, and finally the name “Aragami”. In the face of an enemy completely immune to conventional weapons, urban civilization collapses, and each day humanity is driven further and further toward extinction. 
 
One single ray of hope remains for humanity. Following the development of “God Arcs”—living weapons which incorporate Oracle cells—their wielders, the “God Eaters,” appear. In a world ravaged by mad gods, these “God Eaters” fight a desperate war... 
 
Create your character, and fight for the survival of human-kind in GOD EATER 3. Select your weapon from a wide range of God Arcs and face brand new Aragamis in dynamic high-speed battles. Explore devastated areas you have never seen in the previous GOD EATER games.",,76.375,14.0,https://www.igdb.com/games/god-eater-3
268,22471,,,0,1307664000.0,,,Artificial Academy,44.348800175019534,,68.1818181818182,6.0,artificial-academy,,"Artificial Academy (ジンコウガクエン, Jinkou Gakuen) is an eroge high school social simulation, spun off from Illusion's Artificial Girl series, released by Illusion on June 10, 2011. 
 
Create and play any of up to 25 students of varying gender, orientation and other interaction abilities and personal inclinations. Make friends and lovers as the class competes for achievement in academics, athletics, popularity, and romance. 
 
A sequel, Artificial Academy 2 (ジンコウガクエン2, Jinkou Gakuen 2), was released on June 13, 2014.",,68.1818181818182,6.0,https://www.igdb.com/games/artificial-academy
269,1905,82.6,10.0,0,1500940800.0,,16.0,Fortnite,44.017700105404245,5837.0,69.2165439322501,276.0,fortnite,,"Fortnite is the living, action building game from the developer formerly known as Epic MegaGames. You and your friends will lead a group of Heroes to reclaim and rebuild a homeland that has been left empty by mysterious darkness only known as ""the Storm"". 
 
Band together online to build extravagant forts, find or build insane weapons and traps and protect your towns from the strange monsters that emerge during the Storm. In an action experience from the only company smart enough to attach chainsaws to guns, get out there to push back the Storm and save the world. And don't forget to loot all the things.",,75.90827196612506,286.0,https://www.igdb.com/games/fortnite
270,55888,,,0,1507766400.0,,,Computer Tycoon,44.013575626337136,,60.0,2.0,computer-tycoon,"Computer Tycoon is an indie business strategy game about Computer Evolution and starting your own company in the 70s. Lead the research race until 2034, create the best hardware and operating system, take care of your infrastructure and even handle your marketing. Find video game gems to promote them on your platforms, conquer the global market and became literally immortal! 
 
Computer Tycoon is different from other building/tycoon games because it has a ""grand strategy game"" aspect. You will control your ""computer empire"" viewing a world map and managing resources. 
A journey through computer history 
Start your adventure in the 70s as a small business somewhere in the world. Learn more about hardware and software inventions that were the first steps to our current modern world, and get a taste of what is waiting for us in the future. Find the classic video games and help a new culture to be born. 
Create computers your way! 
In Computer Tycoon the decisions you make during development really matter. Take advantage of the technology, upgrade and design combinations! Does your product need more computing capacity or should you focus more on features, low price or prestige? Maybe change to portable computers or develop more easy-to-use Operating Systems? These decisions will have a major impact on the success of your company. 
Expand your multinational corporation 
Expand your corporation in a smart way into multiple countries, build more offices, factories, laboratories and other required facilities. Poor countries have cheaper labor, but richer countries will give you more educated engineers. 
Market your computers! 
Having the best product isn't enough. You must take care of people's needs or even ""change their needs"" using different marketing tools. Balance your budget well between development, production, marketing, and expansion. 
You have only one life 
We'll all die one day... but not in Computer Tycoon! You can win the game by becoming a monopoly or reaching the technological singularity if you are fast and healthy enough. Healthy? Yes, you have a small chance to die in the game, so you should regularly check your health. 
 
 
The game is in an EA alpha state. It has bugs and missing/simplified features. Everything is subject to change. Please read the EA details! Also here is a brief list of what is and isn't included (yet): 
 
Features implemented 
- Start a computer manufacturer company in the 70s 
- Design and create hardware, home computers, personal computers, portable computers and handheld computers 
- Rule the market of the world on a grand strategy level 
- Research and study the technology of the earliest models to the near future computers 
- Expand your industrial sites across the globe 
- Basic AI opponents 
- World Map with algorithmically generated data for increased replayability 
 
 
Features not implemented yet 
- Reviews about your products 
- Historical world map with more realistic population/economy/border data 
- Multiple industrial site environments (I will give some industrial environment variations) 
- Smarter AI opponents 
- Random events 
- Achievements 
- Localizations","Computer Tycoon is an indie business strategy game about Computer Evolution. Start your company in the 70s. Invent until 2034, create the best hardware and operating system, upgrade your infrastructure and handle your marketing! Promote games, rule the global market and become an immortal!",,60.0,2.0,https://www.igdb.com/games/computer-tycoon
271,22482,,,0,1419552000.0,,,HaremMate,43.913133841602246,,,,haremmate,,"HaremMate is an eroge created by the Japanese H-game company Illusion.

HaremMate is also the first Illusion to use Unity game engine, followed by the same company's Play Club,",,,,https://www.igdb.com/games/haremmate
272,77334,,,0,,1174.0,4.0,Stronghold 4,43.7948104675524,,,,stronghold-4,,A new entry in the Stronghold series by Firefly Studios yet to be officially unveiled.,,,,https://www.igdb.com/games/stronghold-4
273,571,79.8,8.0,0,1245888000.0,,,Singularity,43.571920829700574,1.0,77.25352212909449,103.0,singularity,,"In this FPS, you travel across a remote island off the coast of Russia ripping through space and time, and are given your own Time Manipulation Device of which you use to vaporize enemies. You can upgrade your TMD, yourself, and weapons throughout the campaign which is reminiscent of every modern shooter from the Call of Duty Modern Warfare and World at War series to Half Life 2, and F.E.A.R. Time is power. 
 
Multiplayer included but is no longer filled with an active community.",571.0,78.52676106454726,111.0,https://www.igdb.com/games/singularity
274,112416,,,0,1553731200.0,,,KonoSuba: Labyrinth of Hope and the Gathering Adventurers,43.56783909134919,9.0,,,konosuba-labyrinth-of-hope-and-the-gathering-adventurers,,An upcoming dungeon-crawler based on Natsume Akatsuki and illustrator Kurone Mishima's KONOSUBA -God's blessing on this wonderful world! light novels.,,,,https://www.igdb.com/games/konosuba-labyrinth-of-hope-and-the-gathering-adventurers
275,59048,,,0,,,4.0,Onichichi After: Nure Suke Airi to Amayadori-hen,43.56783909134919,,,,onichichi-after-nure-suke-airi-to-amayadori-hen,,A pornographic visual novel from Blue Gale.,,,,https://www.igdb.com/games/onichichi-after-nure-suke-airi-to-amayadori-hen
276,51991,,,0,1501804800.0,,,Delude - Succubus Prison,43.477467508184965,,60.0,0.0,delude-succubus-prison,,"The game has a seal for people over 18 years old. 
DELUDE is Studio Halissoni newest work. DELUDE is a game with an engaging and mysterious story. In this game you are in the shoes of Luz D and need to find the exit of the succubus prison.",,60.0,0.0,https://www.igdb.com/games/delude-succubus-prison
277,1802,91.3333333333333,5.0,0,794880000.0,,,Chrono Trigger,43.34864691828417,78.0,94.64540096212532,569.0,chrono-trigger,,"In this turn-based Japanese RPG, young Crono must travel through time through a misfunctioning teleporter to rescue his misfortunate companion and take part in an intricate web of past and present perils. The adventure that ensues soon unveils an evil force set to destroy the world, triggering Crono's race against time to change the course of history and bring about a brighter future.",1802.0,92.9893671477293,574.0,https://www.igdb.com/games/chrono-trigger
278,119199,,,0,1545264000.0,,,Bottle Flip 3D,43.341921473818275,1.0,,,bottle-flip-3d,,"You have to flip a plastic bottle in the exciting arcade game Bottle Flip 3D! Make the bottle jump or even double flip. How? Just tap the screen at the right moment and jump! 
 
Explore different rooms, jump on all sorts of objects: shelves, tables, chairs, sofas, and even subwoofers! Train your agility, develop coordination, control the strength and distance of the jump. And most importantly - calculate the distance correctly because it depends on whether you can get to the finish line and win! 
 
Interesting levels, different obstacles, and your ideal flips - with Bottle Flip 3D you will never be bored! Enjoy!",,,,https://www.igdb.com/games/bottle-flip-3d
279,112191,79.0,2.0,0,1541635200.0,,1.0,Epic Seven,43.125759302924784,,,,epic-seven,,"With Epic Seven's outstanding illustrations, it's the first domestic RPG to feature full frame animation for all of its characters and cutscenes. It's a turn-based RPG that has good pace, visuals that rival an action game, and unique strategies to challenge players during battles.",,79.0,2.0,https://www.igdb.com/games/epic-seven
280,41,90.5,3.0,0,961977600.0,,,Deus Ex,43.125759302924784,14.0,90.6124600377817,454.0,deus-ex,,"In this philosophical first-person Western RPG set in a dystopian 2052, JC Denton, a nano-augmented agent for the anti-terrorist organization UNATCO, is tasked with stopping the invasion of Liberty Island by the terrorist group NSF. As events unfold, Denton finds that he plays a large part in a world-spanning conspiracy which forces him to ponder his allegiances, beliefs, morality, and view of right and wrong.",41.0,90.55623001889084,457.0,https://www.igdb.com/games/deus-ex
281,118218,54.21428571428571,15.0,0,1570147200.0,857.0,10.0,Tom Clancy's Ghost Recon: Breakpoint,42.679984072206004,379.0,78.4414606839598,6.0,tom-clancys-ghost-recon-breakpoint,,"Tom Clancy’s Ghost Recon Breakpoint is a military shooter set in a diverse and hostile open world entirely playable solo or in up to four-player co-op. Players will discover Auroa, a mysterious island where the most technically advanced facilities meet wild and untamed nature. Home to drone creators, tech giant Skell Technology, Auroa has fallen into the wrong hands and all contact has been lost. 
 
The Wolves, a lethal ex–US Military unit of former Ghosts gone rogue, have taken over the island. Led by Nomad’s ex-brother-in-arms, Lt. Colonel Cole D. Walker, portrayed by Jon Bernthal, they have reprogrammed Skell’s drones into killing machines and are ready to use them, no matter the casualties. Nomad and the Ghosts are sent in on a recon mission, but their helicopters are shot down. Injured, without support, and hunted down, players will live an intense military experience as they fight to survive, take down the Wolves and regain control of Auroa.",,66.32787319912275,21.0,https://www.igdb.com/games/tom-clancys-ghost-recon-breakpoint
282,11423,60.571428571428605,15.0,0,1469577600.0,,4.0,This is the Police,42.679984072206004,5.0,67.88366490983421,44.0,this-is-the-police,,"Jack Boyd, beloved police chief of Freeburg, has 180 days before he’s forced to retire. But Jack won’t be going out quietly. Over the next six months, he’ll be going all out to fulfill a dream: earn half a million dollars, any way he can. That might be play money for a corrupt cop, but up until now, Jack has been playing by the book. Even with overtime, in six months he wouldn’t make fifty grand. But a police chief has access to all sorts of… informal income. Bribes, weapons and drug sales, deals with the Mafia, skimming off the budget, kickbacks – you name it. And Jack is tired of playing nice. He’s is ready for anything, but only you can decide how far he’ll go.",,64.2275467406314,59.0,https://www.igdb.com/games/this-is-the-police
283,3277,77.5,8.0,0,1518048000.0,,16.0,Rust,42.457472640441395,54.0,74.0974919883442,52.0,rust,,"The only aim in Rust is to survive. To do this you will need to overcome struggles such as hunger, thirst and cold. Build a fire. Build a shelter. Kill animals for meat. Protect yourself from other players. Create alliances with other players and together form a town. Whatever it takes to survive.",,75.7987459941721,60.0,https://www.igdb.com/games/rust
284,19376,,,0,1430352000.0,,,Basement,42.23458300258957,,70.2231509025552,8.0,basement,"Basement is a drug-dealing strategy game where you play a scientist who is forced to do illegal stuff in your basement. Actually it’s all about management. You build your own enterprise producing several types of drugs, find the right place to sell them, invite scientists and security, avoid federal agents and build the most effective company.

You start in your own basement. Since the police has no interest in a small dealer, you have the chance to grow. Once your expansion becomes noticeable you’ll be allowed to sell at higher rates, get better workers, upgrade your production and access new technologies. But be careful! This growth will attract the cops. With rapid growth, your enterprise will become fragile. If it survives all the troubles it faces, you will become invincible. Otherwise, you will lose money, workers and respect. While your influence in the city shortens, you risk being imprisoned in the end.","Basement is a strategy game, where you play as a desperate scientist who chose the wrong path in his life. That path seemed easy, but turned into a deadly one. You have no choice but to build the most effective enterprise and stay alive in a cruel world of illegal business.",,70.2231509025552,8.0,https://www.igdb.com/games/basement
285,16992,72.76923076923079,14.0,0,1469145600.0,,1.0,Human: Fall Flat,42.011693364737724,36.0,67.11829262803721,47.0,human-fall-flat,,"Human: Fall Flat is an open-ended physics based puzzle game in which you take control of builder Bob helping him resolve the mysteries behind his recurring dreams of falling. Your goal is to escape those dreams full of puzzles, dangers and surprises using everything you find in the levels. The world of Bob dreams is built on his daily experiences, hopes, fears and memories interweaved in a net so sticky and hard to escape. All this mess is actually a carefully crafted work of… wait! You are the one to find it out! Bob is a human. Just a human. No hero. Zero superpowers. Period. 
 
With open-ended simulator at its core “Human: Fall Flat” allows you to relive Bobs story your own way. Every shortcut can be taken, every solution is welcome! The game requires creativity and imagination. These often surreal environments do obey very real laws of the physics, if you think an object could be moved then rest assured it can. Replay value is limited only by your imagination.",,69.943761698634,61.0,https://www.igdb.com/games/human-fall-flat
286,78632,,,0,,,6.0,Untitled Danganronpa Game,41.34302445118222,,,,untitled-danganronpa-game,,"An untitled game said to be in development after a job listing was spotted in November related to the Danganronpa series. 
The posted job listing was looking for a game programmer, character designer, and 3D designer to mainly participate in development of the series, along with information about a game in the action genre for PlayStation 4 and PlayStation Vita.",,,,https://www.igdb.com/games/untitled-danganronpa-game
287,19133,60.0,1.0,0,1268784000.0,,,Elsword,41.34302445118222,,52.4965890748946,14.0,elsword,,"Elsword is a Free to Play, 2.5D action MMORPG developed by the South Korean company KOG Studios. It features real-time action gameplay and includes both player vs. environment and player vs. player modes. There are several playable characters within the game, each with unique backstories and distinct abilities.",,56.2482945374473,15.0,https://www.igdb.com/games/elsword
288,89550,,,0,1551312000.0,1148.0,,Zoids Wild: King of Blast,41.33915641640944,36.0,,,zoids-wild-king-of-blast,,"An new game based on Zoids Wild announced for the Nintendo Switch in Japan. 
A new anime series called Zoids Wild was announced with a toy line arriving first as well as a manga, a phone app and the Switch game.",,,,https://www.igdb.com/games/zoids-wild-king-of-blast
289,19698,87.5,4.0,0,1500422400.0,,2.0,Albion Online,41.12013481333038,7.0,50.0,3.0,albion-online,,"Albion Online is a sandbox MMORPG from Sandbox Interactive, set in the medieval fantasy world of Albion. Whether playing a hardened fighter, a farmer, a merchant or a master craftsman, in the player-driven world almost every single weapon and building are created by the players. Thanks to a “you are what you wear”-system free of typical class restrictions, a skilled archer can instantly become a powerful mage, and the players define their role within the game world. PvE, PvP guild vs guild battles, every action in the game has a meaning … as well as consequences. PvP battles in the danger zones of the game world are a “winner takes all” affair. Albion Online is the first PC game to enable the same experience on tablets.",,68.75,7.0,https://www.igdb.com/games/albion-online
290,1244,,,0,858988800.0,,,Tekken 3,41.11977076469027,8.0,86.2104370927004,239.0,tekken-3,"Fifteen years after the King of the Iron Fist Tournament 2, Heihachi Mishima has established the Tekken Force, a paramilitary organization dedicated to the protection of the Mishima Zaibatsu. A squadron of the Tekken Force searches an ancient temple located in Mexico. Soon after arriving there, Heihachi learns that they have been obliterated by Ogre. However, Heihachi, having witnessed the event, seeks to capture Ogre in hopes of harnessing its power for his own gain. Soon after, various martial artists end up dead, attacked or missing from all over the world, with Ogre behind it. 
 
Jun Kazama has been living a quiet life in Yakushima with her young son, Jin, fathered after the events of the previous tournament by Heihachi's son, Kazuya. However, their peaceful life is disrupted when Jun begins to feel the encroaching presence of Ogre. Jun is now a target and instructs Jin to seek Heihachi should anything happen. Sometime after Jin's fifteenth birthday, Ogre indeed attacks. Against Jun's wishes, Jin valiantly tries to fight Ogre off, but Ogre knocks him unconscious. When Jin awakens, he finds that his house has been burned to the ground, and that his mother is missing and most likely dead. Driven by revenge, Jin is confronted by the Devil, which brands Jin's left arm and possesses him. Jin goes to Heihachi, explaining his situation and identity and begging him for training to become strong enough to face Ogre. Heihachi accepts and takes Jin in, as well as sending him to school. 
 
Four years later, Jin masters the Mishima karate style. On Jin's nineteenth birthday, Heihachi announces the King of the Iron Fist Tournament 3, secretly intending to lure out Ogre, while Jin prepares for his upcoming battle. 
 
In the tournament, at a large temple, Paul Phoenix defeats Ogre and walks away from the tournament, thinking he is victorious. However, Ogre transforms into its true form of a monstrous beast, and Jin finally confronts it. Jin battles and defeats Ogre, and the being completely dissolves. However, Jin is suddenly gunned down by a squadron of Tekken Forces led by Heihachi, who, no longer needing him, personally fires a final shot into his grandson's head. 
 
However, Jin, revived by the Devil within him, reawakens and dispatches the soldiers, smashing Heihachi through the wall of the temple. Heihachi survives the long fall, looking up to see Jin sprout feathery wings and fly off into the night.","Tekken 3 maintains the same core fighting system and concept as its predecessors, but brings many improvements, such as significantly more detailed graphics and animations, fifteen new characters added to the game's roster, more modern music and faster and more fluid gameplay. 
Perhaps the most noticeable change from Tekken 2 fight system is movement reform - whereas the element of depth had been largely insignificant in previous Tekken games (aside from some characters having unique sidesteps and dodging maneuvers), Tekken 3 added emphasis on the third axis, allowing all characters to sidestep in or out of the background by lightly pressing the arcade stick (or tapping the controller button in the console version) towards the corresponding direction. Another big change in movement was that jumping was toned down, no longer allowing fighters to jump to extreme heights (as was present in previous games), but keeping leaps to reasonable, realistic heights. It made air combat more controllable, and put more use to sidestep dodges, as jumping no longer became a universal dodge move that was flying above all of the ground moves. Other than that, the improved engine allowed for quick recoveries from knock-downs, more escapes from tackles and stuns, better juggling (as many old moves had changed parameters, allowing them to connect in combo-situations, where they wouldn't connect in previous games) and extra newly created combo throws. 
 
Tekken 3 was the first Tekken to feature a beat 'em up minigame called ""Tekken Force"", which pitted the player in various stages against enemies in a side-scrolling fashion. If the player succeeds in beating the minigame four times, Dr. Bosconovitch would be a playable character (granted that you defeat him first). This was continued in Tekken 4 and succeeded by the Devil Within minigame in Tekken 5 - but Boskonovitch was dropped as a playable character after Tekken 3. There is also a minigame ""Tekken Ball"", similar to beach volleyball, where one has to hit the ball with a powerful attack to hurt the opponent or try to hit the ball in such a way that it hits the ground in the opponent's area, thus causing damage.",,86.2104370927004,239.0,https://www.igdb.com/games/tekken-3
291,9835,71.0,5.0,0,1559088000.0,,6.0,Draugen,40.89688314933088,16.0,59.011843681156215,10.0,draugen,"Draugen is set in the early 1920s and delves into the deepest, darkest secrets of a remote fishing community where every single soul has mysteriously vanished. 
As the player explores the tiny settlement, gathering clues and memories, and unearthing the truth behind a terrible tragedy, they will learn more about the history of the village and its inhabitants. And they will come to see that behind even the most innocent of facades lurks the potential for malice. 
 
But there is more to this place than meets the eye. 
 
From time to time, a woman in black can be spotted in the distance. Who is she, and what is her connection to this place? Who is the little girl singing broken lullabies as the sky begins to darken? And when night falls, and those last few, precious drops of kerosene in the lamp feed a fragile, flickering flame, what hides out there in the darkness and in the cold, black sea?","Draugen is a first-person psychological horror adventure, set amongst the deep fjords and towering mountains of Norway’s awe-inspiring west coast. 
 
The game is a dark and disturbing journey into the pitch black heart of Norwegian national romanticism, as seen through the eyes of an American nature photographer, botanist and entomologist.",,65.00592184057811,15.0,https://www.igdb.com/games/draugen
292,35463,,,0,1430438400.0,,,Software Inc.,40.22857626192304,1.0,78.6821705426357,6.0,software-inc,,"Construct and design buildings for optimal working conditions. Hire people to design and release software, so you can defeat the simulated competition and take over their businesses. Manage and educate your employees to make sure they are skilled and satisfied with their job.",,78.6821705426357,6.0,https://www.igdb.com/games/software-inc
293,113201,,,0,1537488000.0,,,Rise of Kingdoms,40.224815078939564,2.0,,,rise-of-kingdoms,,"From the depths of obscurity to the peaks of legend, you will be the author of your civilization's history. Will you launch epic wars and conquer the entire world? Or rise up as a virtuous leader renowned for your sagacity? Will you set off to explore the unknown as a pioneer? Or dedicate yourself to helping your own people?",,,,https://www.igdb.com/games/rise-of-kingdoms
294,115283,89.1818181818182,12.0,0,1567123200.0,,9.0,Astral Chain,39.78279698621937,188.0,79.6124874329408,18.0,astral-chain,"In the Ark, a multi-cultural city in the near future, disaster strikes when gates to another dimension suddenly appear! Dangerous creatures begin to emerge, attacking the people and polluting the land, and normal police forces are unable to compete with them. To stand up against these threats, a brand new, special police unit known as Neuron is formed.","ASTRAL CHAIN, a brand new action game from PlatinumGames, is coming exclusively to Nintendo Switch! As part of a police special task force, it’s up to you to fight against mysterious, alien-like creatures who have invaded the world.",,84.3971528073795,30.0,https://www.igdb.com/games/astral-chain
295,62151,84.0,9.0,0,1538006400.0,,15.0,Life is Strange 2,39.55990734836753,187.0,77.316237833608,22.0,life-is-strange-2,,The long awaited sequel to the award winning Life is Strange returns with a new 5-part narrative adventure from DONTNOD Entertainment.,,80.658118916804,31.0,https://www.igdb.com/games/life-is-strange-2
296,8746,,,0,1387756800.0,,,Aura Kingdom,39.3370177105157,,58.74930671103721,10.0,aura-kingdom,"The plot of Aura Kingdom revolves around an Envoy of Gaia, residing in Port Skandia, and later is accompanied by an Eidolon.Afraid to become a monster after witnessing the demonic transformation of another Envoy of Gaia, the Envoy ventures outside of Port Skandia to rid his Eidolon by his side, only to be unsuccessful. Having had a dream of a raging war between the Church of Navea and the demon army, the Envoy finds himself in a situation that became real as he now fights alongside the Church to defeat Reinhardt and his demon army.","Aura Kingdom takes place in an anime-styled vast world rendered with detailed graphics. The game consists of primarily open world with instances that can either be partaken as solo or in a party. Players can choose between a variety of classes, with ten classes released and an upcoming one, as of May 2014. The players can freely customize their character or avatar with many choices of hair styles and faces and much more. It is then proceeded with the choice of four Eidolons, who will accompany the player throughout the game, while also giving the ability to earn other Eidolons.
Within the game, the player can interact with many non-player characters and enter combat mode with monsters outside of the hub world. The combat system is primarily the player using a wide variety of skills corresponding with the class against the monsters, who also have their own set of skills. The majority of the game is to simply attack and defeat the monsters along the way while partaking quests. The combat system is unique in a way that, although the player has to click on a monster to engage in combat, the player also has the ability to move to dodge and use their skills in a variety of ways. With an accompanying Eidolon, the player's Eidolon can also fight alongside their character, and also use a combination attack. The combat system is not merely a ""click-and-watch"" combat. Outside of the combat system, the player can also engage in several different tasks, such as fishing, crafting, and many more.

While the game is situated in a free-to-play environment, the game also allows the players to purchase Aeria Points, or for short AP, that allows the players to use that monetary value for special in-game items found in the Item Mall. Otherwise, the game uses the gold and silver tactic, which can be acquired a number of ways. The game also allows the use of trade, a self-installed stall in Navea, and the Auction House. Players can also use the mailing system to mail other players using the cash-on-delivery system.",,58.74930671103721,10.0,https://www.igdb.com/games/aura-kingdom
297,28325,,,0,1493337600.0,,,Hearthlands,39.11047374146969,,80.0,1.0,hearthlands,,"Hearthlands is a medieval/fantasy city-building real time strategy game in which you take a role of a king in a procedurally generated world. You can not control your subjects directly; instead you focus on city-building, resource management, diplomacy, heroes, magic and other things a typical king deals with on a daily basis.",,80.0,1.0,https://www.igdb.com/games/hearthlands
298,57187,,,0,,,1.0,Crackle Cradle,38.902971007303506,,,,crackle-cradle,,"Crackle Cradle is a 2D sidescrolling platformer/shooter developed by Ryona. This game entails guiding the selected heroine through various areas, traps, and monsters, relying on a mixture of evasive skills and accuracy with their weapons.",,,,https://www.igdb.com/games/crackle-cradle
299,11171,72.9,26.0,0,1488844800.0,9.0,19.0,Tom Clancy's Ghost Recon: Wildlands,38.89123843481203,411.0,73.87410002241421,104.0,tom-clancys-ghost-recon-wildlands,"Ghost Recon becomes embroiled in the drug war in Bolivia. The Santa Blanca drug cartel has bombed the US embassy in La Paz attempting to kill DEA special agent Ricardo Sandoval ""Ricky"" who has been under cover for 6 years but instead kidnap him and torture him to death. The action upgrades their status to a terrorist organization and puts them near the top of a threat list. The cartel is led by the vicious killer El Sueño, along with The Beauty Queen, El Yayo, El Muro and El Cardenal.","Bolivia, a few years from now: this beautiful South American country has become the largest cocaine producer in the world. The influential and vicious Santa Blanca drug cartel has turned the country into a narco-state, leading to lawlessness, fear, injustice, and violence. The cartel is on track to becoming a major underworld power and global threat. 
 
An all-out war is not the answer. A surgical, stealthy, lethal approach is the only way to stop the disease at its source. The Ghosts, an elite US Special Forces team, are sent behind enemy lines to wreak havoc, destabilize, and eventually break the alliance between the cartel and the corrupted government. 
 
Facing an almighty enemy in a massive and hostile environment, the Ghosts will need to make critical moral choices and engage in tough battles to complete their mission – their grittiest and most dangerous operation to date.",11171.0,73.38705001120711,130.0,https://www.igdb.com/games/tom-clancys-ghost-recon-wildlands
300,115276,87.1666666666667,13.0,0,1561680000.0,24.0,12.0,Super Mario Maker 2,38.6683487969602,325.0,83.69732966618409,42.0,super-mario-maker-2,,Build and play the Super Mario courses of your dreams! This sequel features a host of new tools and features—like slopes!,,85.43199816642539,55.0,https://www.igdb.com/games/super-mario-maker-2
301,112589,,,0,1552521600.0,,,Blade Arcus Rebellion from Shining,38.664737206481746,23.0,,,blade-arcus-rebellion-from-shining,,"A fighting game that features characters from Shining series and Sonia from Shining Resonance Refrain. Includes character skills, a growth element that allows you to unlock skills through acquiring points in battle and online mode.",,,,https://www.igdb.com/games/blade-arcus-rebellion-from-shining
302,28129,46.6666666666667,3.0,0,1511481600.0,561.0,,Senran Kagura Reflexions,38.441868938987774,31.0,90.0,1.0,senran-kagura-reflexions,,"Can you feel it? The beating of her heart... In a classroom after school, learn the ways of ""reflexology"" by syncing with her heart and body. In SENRAN KAGURA Reflexions, interact with your favorite shinobi heroine like never before.",,68.33333333333334,4.0,https://www.igdb.com/games/senran-kagura-reflexions
303,36926,93.25,24.0,0,1516924800.0,824.0,90.0,Monster Hunter: World,38.222569521256524,1768.0,88.48567873070931,171.0,monster-hunter-world,,"Monster Hunter: World sees players take on the role of a hunter that completes various quests to hunt and slay monsters within a lively living and breathing eco-system full of predators…. and prey. In the video you can see some of the creatures you can expect to come across within the New World, the newly discovered continent where Monster Hunter: World is set, including the Great Jagras which has the ability to swallow its prey whole and one of the Monster Hunter series favourites, Rathalos. 
 
Players are able to utilise survival tools such as the slinger and Scoutfly to aid them in their hunt. By using these skills to their advantage hunters can lure monsters into traps and even pit them against each other in an epic fierce battle. Can our hunter successfully survive the fight and slay the Anjanath? He’ll need to select his weapon choice carefully from 14 different weapon classes and think strategically about how to take the giant foe down. Don’t forget to pack the camouflaging ghillie suit!",,90.86783936535466,195.0,https://www.igdb.com/games/monster-hunter-world
